Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.812s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10
60	14	18.2	15.2	15.4	14	14	15.8	16.2	15.2	15
61	0	0	819.2	1020.8	790.4	537.6	1046.4	748.8	889.6	784
62	0	0	934.4	944	793.6	1312	892.8	835.2	899.2	771.2
63	0	0	864	716.8	992	844.8	896	697.6	748.8	1068.8
64	0	0	780.8	1049.6	774.4	876.8	1161.6	825.6	732.8	806.4
65	0	0	1315.2	998.4	1046.4	736	547.2	883.2	1024	812.8
66	0	0	1030.4	1020.8	1308.8	841.6	726.4	1027.2	944	950.4
67	0	0	742.4	1139.2	1062.4	953.6	854.4	1136	825.6	960
68	0	0	992	1014.4	774.4	1043.2	892.8	819.2	972.8	1113.6
69	0	0	995.2	1024	988.8	832	924.8	1084.8	918.4	806.4
70	0	0	940.8	998.4	857.6	1017.6	905.6	1081.6	1241.6	1145.6
71	0	0	1046.4	979.2	867.2	908.8	1203.2	1027.2	1033.6	880
72	0	0	950.4	972.8	992	704	627.2	771.2	944	761.6
73	0	0	947.2	643.2	985.6	688	1059.2	915.2	886.4	723.2
74	0	0	854.4	1193.6	780.8	732.8	825.6	966.4	924.8	761.6
75	0	0	1193.6	956.8	620.8	777.6	940.8	1097.6	1008	915.2
76	0	0	921.6	1065.6	912	1193.6	1043.2	761.6	892.8	720
77	0	0	1014.4	1065.6	768	992	694.4	998.4	864	1219.2
78	0	0	1232	1043.2	1273.6	969.6	742.4	918.4	835.2	928
79	0	0	1116.8	867.2	844.8	1241.6	1001.6	905.6	1014.4	854.4
80	0	0	668.8	995.2	723.2	921.6	745.6	780.8	969.6	1174.4
81	0	0	816	838.4	1283.2	723.2	1152	1075.2	800	995.2
82	0	0	880	816	848	1225.6	937.6	841.6	912	1043.2
83	0	0	588.8	934.4	905.6	918.4	985.6	1158.4	1001.6	780.8
84	0	0	1142.4	643.2	854.4	857.6	1155.2	627.2	806.4	1164.8
85	0	0	771.2	966.4	921.6	1075.2	793.6	1286.4	1027.2	934.4
86	0	0	1120	1203.2	953.6	1033.6	1152	838.4	844.8	1174.4
87	0	0	940.8	873.6	816	851.2	950.4	1161.6	809.6	1046.4
88	0	0	873.6	793.6	1190.4	662.4	905.6	1004.8	812.8	934.4
89	0	0	995.2	1033.6	784	720	1292.8	1356.8	976	889.6
90	0	0	988.8	915.2	716.8	848	812.8	1008	956.8	758.4
avg	0	0	949.227	957.547	914.347	901.333	928.96	954.667	917.227	929.28
delay	0.257143	0.252747	5.61377	6.73665	4.62019	4.99579	4.8709	6.71719	4.97964	6.71756
loss	0	0	0	0	0	0	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs4', '--datarate=15e6', '--ratio=0.375', '--RngRun=37', '--locationFile=locationtxt/locationFile24.txt', '--routingFile=locationtxt/routingFile24.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
