Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.400s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	3.88	-1.00	-1.00	4.00	-1.00	-1.00	3.88
12.00	-1.00	-1.00	4.29	-1.00	-1.00	2.95	-1.00	-1.00	1.28
13.00	-1.00	-1.00	1.22	-1.00	-1.00	5.10	-1.00	-1.00	2.25
14.00	-1.00	-1.00	3.88	-1.00	-1.00	2.78	-1.00	-1.00	3.48
15.00	-1.00	-1.00	2.43	-1.00	-1.00	2.72	-1.00	-1.00	0.12
16.00	-1.00	-1.00	1.74	-1.00	-1.00	1.10	-1.00	-1.00	3.36
17.00	-1.00	-1.00	4.92	-1.00	-1.00	0.46	-1.00	-1.00	0.41
18.00	-1.00	-1.00	3.65	-1.00	-1.00	0.06	-1.00	-1.00	3.13
19.00	-1.00	-1.00	5.50	-1.00	-1.00	5.91	-1.00	-1.00	3.36
20.00	-1.00	-1.00	4.81	-1.00	-1.00	5.56	-1.00	-1.00	4.87
21.00	-1.00	-1.00	1.33	-1.00	-1.00	1.85	-1.00	-1.00	2.55
22.00	-1.00	-1.00	4.00	-1.00	-1.00	5.56	-1.00	-1.00	3.88
23.00	-1.00	-1.00	2.95	-1.00	-1.00	1.97	-1.00	-1.00	1.74
24.00	-1.00	-1.00	3.82	-1.00	-1.00	4.34	-1.00	-1.00	4.87
25.00	-1.00	-1.00	0.46	-1.00	-1.00	5.79	-1.00	-1.00	3.01
26.00	-1.00	-1.00	1.85	-1.00	-1.00	3.01	-1.00	-1.00	2.72
27.00	-1.00	-1.00	3.36	-1.00	-1.00	3.94	-1.00	-1.00	2.95
28.00	-1.00	-1.00	1.68	-1.00	-1.00	4.34	-1.00	-1.00	2.90
29.00	-1.00	-1.00	1.85	-1.00	-1.00	2.43	-1.00	-1.00	1.51
30.00	-1.00	-1.00	2.09	-1.00	-1.00	3.13	-1.00	-1.00	1.04
31.00	-1.00	-1.00	2.78	-1.00	-1.00	4.69	-1.00	-1.00	2.61
32.00	-1.00	-1.00	1.91	-1.00	-1.00	3.76	-1.00	-1.00	1.33
33.00	-1.00	-1.00	3.53	-1.00	-1.00	3.19	-1.00	-1.00	2.03
34.00	-1.00	-1.00	3.59	-1.00	-1.00	2.32	-1.00	-1.00	1.97
35.00	-1.00	-1.00	3.65	-1.00	-1.00	2.90	-1.00	-1.00	0.12
36.00	-1.00	-1.00	4.17	-1.00	-1.00	4.34	-1.00	-1.00	2.78
37.00	-1.00	-1.00	4.06	-1.00	-1.00	1.16	-1.00	-1.00	1.27
38.00	-1.00	-1.00	2.31	-1.00	-1.00	2.32	-1.00	-1.00	5.10
39.00	-1.00	-1.00	3.65	-1.00	-1.00	2.32	-1.00	-1.00	5.91
10.1.1.6	3.59	4155.15
10.1.1.9	2.97	4618.71
10.1.1.3	3.39	4130.62
