Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.422s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	1.53	-1.00	-1.00	2.30	-1.00	-1.00	2.94
12.00	-1.00	-1.00	3.30	-1.00	-1.00	1.71	-1.00	-1.00	1.06
13.00	-1.00	-1.00	2.59	-1.00	-1.00	1.59	-1.00	-1.00	0.18
14.00	-1.00	-1.00	3.47	-1.00	-1.00	0.77	-1.00	-1.00	2.12
15.00	-1.00	-1.00	1.47	-1.00	-1.00	2.41	-1.00	-1.00	2.00
16.00	-1.00	-1.00	2.00	-1.00	-1.00	2.18	-1.00	-1.00	1.30
17.00	-1.00	-1.00	3.18	-1.00	-1.00	2.12	-1.00	-1.00	1.30
18.00	-1.00	-1.00	2.24	-1.00	-1.00	1.59	-1.00	-1.00	2.24
19.00	-1.00	-1.00	2.12	-1.00	-1.00	1.00	-1.00	-1.00	2.30
20.00	-1.00	-1.00	0.88	-1.00	-1.00	2.94	-1.00	-1.00	1.06
21.00	-1.00	-1.00	0.77	-1.00	-1.00	0.18	-1.00	-1.00	0.82
22.00	-1.00	-1.00	1.94	-1.00	-1.00	1.77	-1.00	-1.00	0.41
23.00	-1.00	-1.00	1.12	-1.00	-1.00	0.77	-1.00	-1.00	1.59
24.00	-1.00	-1.00	0.71	-1.00	-1.00	2.83	-1.00	-1.00	1.83
25.00	-1.00	-1.00	2.41	-1.00	-1.00	2.36	-1.00	-1.00	1.65
26.00	-1.00	-1.00	0.88	-1.00	-1.00	2.06	-1.00	-1.00	1.65
27.00	-1.00	-1.00	1.06	-1.00	-1.00	2.47	-1.00	-1.00	2.77
28.00	-1.00	-1.00	2.41	-1.00	-1.00	2.00	-1.00	-1.00	2.24
29.00	-1.00	-1.00	2.30	-1.00	-1.00	2.36	-1.00	-1.00	2.71
30.00	-1.00	-1.00	1.59	-1.00	-1.00	1.83	-1.00	-1.00	2.77
31.00	-1.00	-1.00	1.94	-1.00	-1.00	3.83	-1.00	-1.00	3.24
32.00	-1.00	-1.00	2.06	-1.00	-1.00	2.06	-1.00	-1.00	2.53
33.00	-1.00	-1.00	1.18	-1.00	-1.00	3.12	-1.00	-1.00	1.83
34.00	-1.00	-1.00	0.35	-1.00	-1.00	3.53	-1.00	-1.00	0.77
35.00	-1.00	-1.00	0.12	-1.00	-1.00	2.30	-1.00	-1.00	3.71
36.00	-1.00	-1.00	2.94	-1.00	-1.00	3.30	-1.00	-1.00	2.94
37.00	-1.00	-1.00	2.24	-1.00	-1.00	0.94	-1.00	-1.00	1.53
38.00	-1.00	-1.00	3.00	-1.00	-1.00	0.53	-1.00	-1.00	2.47
39.00	-1.00	-1.00	1.41	-1.00	-1.00	0.88	-1.00	-1.00	3.06
10.1.1.9	2.00	3393.86
10.1.1.6	2.03	2552.88
10.1.1.3	1.90	3474.84
