Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.691s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	13.8	16.2
61	262.72	180.56
62	231.28	176.32
63	331.04	290.64
64	324.8	300.16
65	236.8	310.08
66	215.36	315.28
67	274.96	216.48
68	208.8	246
69	176.32	219.92
70	221.44	196.48
71	200.16	298.32
72	269.84	223.52
73	337.36	258.24
74	170	273.52
75	278.48	224.48
76	262.48	272.72
77	194.08	209.6
78	156.96	318.4
79	233.92	319.36
80	273.28	292.32
81	292.64	276.72
82	242.56	265.36
83	195.2	258.72
84	244.64	286.32
85	241.36	312.48
86	204.56	214.88
87	227.68	265.92
88	280.48	239.84
89	278.48	236.8
90	242	291.12
91	260.88	190.64
92	232.72	309.44
93	308.08	280.8
94	309.36	212.56
95	224.4	225.28
96	181.52	214.08
97	219.84	303.12
98	276	256.08
99	258.88	304.16
100	244.24	233.76
101	316.64	269.28
102	247.76	264
103	199.68	212.88
104	294.48	209.12
105	267.92	264.32
106	169.68	235.04
107	206.24	260.16
108	189.12	280.72
109	233.44	242.96
110	282	273.84
111	246.64	243.2
112	276.32	251.76
113	276.88	196.48
114	274.8	246.96
115	277.92	235.36
116	343.76	306.48
117	336.32	171.36
118	263.68	256.72
119	242.8	268.88
120	246.16	244.08
avg	250.297	254.235
delay	0.322769	0.321438
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=5e5', '--packetSize=1e2', '--tcp=0', '--RngRun=45'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
