Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.458s)
CreateVariables () DONE !!!
Creating 9 APs 35.00 and 35.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	2.83	-1.00	-1.00	1.12	-1.00	-1.00	0.00
12.00	-1.00	-1.00	0.53	-1.00	-1.00	1.53	-1.00	-1.00	2.24
13.00	-1.00	-1.00	1.18	-1.00	-1.00	3.65	-1.00	-1.00	0.24
14.00	-1.00	-1.00	2.83	-1.00	-1.00	2.47	-1.00	-1.00	2.24
15.00	-1.00	-1.00	1.12	-1.00	-1.00	3.47	-1.00	-1.00	3.53
16.00	-1.00	-1.00	3.24	-1.00	-1.00	1.41	-1.00	-1.00	2.12
17.00	-1.00	-1.00	3.36	-1.00	-1.00	0.94	-1.00	-1.00	4.00
18.00	-1.00	-1.00	2.47	-1.00	-1.00	3.12	-1.00	-1.00	2.41
19.00	-1.00	-1.00	2.65	-1.00	-1.00	0.06	-1.00	-1.00	3.36
20.00	-1.00	-1.00	4.12	-1.00	-1.00	3.42	-1.00	-1.00	2.89
21.00	-1.00	-1.00	2.30	-1.00	-1.00	1.35	-1.00	-1.00	4.36
22.00	-1.00	-1.00	3.77	-1.00	-1.00	2.89	-1.00	-1.00	0.65
23.00	-1.00	-1.00	1.71	-1.00	-1.00	4.30	-1.00	-1.00	0.65
24.00	-1.00	-1.00	2.12	-1.00	-1.00	3.65	-1.00	-1.00	0.29
25.00	-1.00	-1.00	2.65	-1.00	-1.00	1.65	-1.00	-1.00	3.83
26.00	-1.00	-1.00	4.06	-1.00	-1.00	2.30	-1.00	-1.00	3.06
27.00	-1.00	-1.00	2.18	-1.00	-1.00	1.83	-1.00	-1.00	2.41
28.00	-1.00	-1.00	2.53	-1.00	-1.00	1.83	-1.00	-1.00	2.30
29.00	-1.00	-1.00	3.59	-1.00	-1.00	2.77	-1.00	-1.00	1.41
30.00	-1.00	-1.00	1.12	-1.00	-1.00	2.00	-1.00	-1.00	3.83
31.00	-1.00	-1.00	2.83	-1.00	-1.00	3.59	-1.00	-1.00	1.35
32.00	-1.00	-1.00	1.94	-1.00	-1.00	3.24	-1.00	-1.00	1.94
33.00	-1.00	-1.00	1.94	-1.00	-1.00	3.18	-1.00	-1.00	2.30
34.00	-1.00	-1.00	4.06	-1.00	-1.00	3.89	-1.00	-1.00	4.06
35.00	-1.00	-1.00	1.00	-1.00	-1.00	3.42	-1.00	-1.00	1.00
36.00	-1.00	-1.00	4.06	-1.00	-1.00	2.71	-1.00	-1.00	2.41
37.00	-1.00	-1.00	3.24	-1.00	-1.00	4.06	-1.00	-1.00	3.65
38.00	-1.00	-1.00	2.36	-1.00	-1.00	2.83	-1.00	-1.00	3.89
39.00	-1.00	-1.00	1.06	-1.00	-1.00	2.12	-1.00	-1.00	1.88
40.00	-1.00	-1.00	3.12	-1.00	-1.00	0.94	-1.00	-1.00	2.59
41.00	-1.00	-1.00	1.83	-1.00	-1.00	1.53	-1.00	-1.00	2.18
42.00	-1.00	-1.00	0.29	-1.00	-1.00	1.71	-1.00	-1.00	1.88
43.00	-1.00	-1.00	2.71	-1.00	-1.00	1.06	-1.00	-1.00	3.59
44.00	-1.00	-1.00	2.59	-1.00	-1.00	3.24	-1.00	-1.00	3.59
45.00	-1.00	-1.00	2.65	-1.00	-1.00	2.94	-1.00	-1.00	2.12
46.00	-1.00	-1.00	1.71	-1.00	-1.00	0.29	-1.00	-1.00	3.30
47.00	-1.00	-1.00	2.83	-1.00	-1.00	0.71	-1.00	-1.00	1.94
48.00	-1.00	-1.00	1.77	-1.00	-1.00	1.77	-1.00	-1.00	2.71
49.00	-1.00	-1.00	4.24	-1.00	-1.00	1.94	-1.00	-1.00	0.77
50.00	-1.00	-1.00	3.42	-1.00	-1.00	0.94	-1.00	-1.00	4.83
51.00	-1.00	-1.00	2.18	-1.00	-1.00	3.53	-1.00	-1.00	1.94
52.00	-1.00	-1.00	3.53	-1.00	-1.00	4.06	-1.00	-1.00	2.41
53.00	-1.00	-1.00	2.30	-1.00	-1.00	2.00	-1.00	-1.00	0.53
54.00	-1.00	-1.00	0.29	-1.00	-1.00	2.53	-1.00	-1.00	3.77
55.00	-1.00	-1.00	3.59	-1.00	-1.00	0.94	-1.00	-1.00	1.41
56.00	-1.00	-1.00	2.18	-1.00	-1.00	4.42	-1.00	-1.00	0.94
57.00	-1.00	-1.00	2.41	-1.00	-1.00	2.30	-1.00	-1.00	1.06
58.00	-1.00	-1.00	0.94	-1.00	-1.00	2.65	-1.00	-1.00	0.65
59.00	-1.00	-1.00	2.24	-1.00	-1.00	4.24	-1.00	-1.00	4.71
60.00	-1.00	-1.00	3.18	-1.00	-1.00	2.18	-1.00	-1.00	1.47
61.00	-1.00	-1.00	4.30	-1.00	-1.00	3.30	-1.00	-1.00	1.12
62.00	-1.00	-1.00	2.59	-1.00	-1.00	3.00	-1.00	-1.00	2.24
63.00	-1.00	-1.00	1.18	-1.00	-1.00	2.30	-1.00	-1.00	1.53
64.00	-1.00	-1.00	2.12	-1.00	-1.00	1.35	-1.00	-1.00	4.42
65.00	-1.00	-1.00	1.47	-1.00	-1.00	3.71	-1.00	-1.00	0.65
66.00	-1.00	-1.00	3.65	-1.00	-1.00	0.77	-1.00	-1.00	2.06
67.00	-1.00	-1.00	0.47	-1.00	-1.00	3.94	-1.00	-1.00	1.47
68.00	-1.00	-1.00	5.00	-1.00	-1.00	0.88	-1.00	-1.00	2.65
