Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.340s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	1.17	-1.00	-1.00	0.23	-1.00	-1.00	1.33
12.00	-1.00	-1.00	1.96	-1.00	-1.00	0.52	-1.00	-1.00	2.20
13.00	-1.00	-1.00	1.85	-1.00	-1.00	0.58	-1.00	-1.00	2.37
14.00	-1.00	-1.00	1.80	-1.00	-1.00	2.61	-1.00	-1.00	0.75
15.00	-1.00	-1.00	2.61	-1.00	-1.00	2.20	-1.00	-1.00	2.20
16.00	-1.00	-1.00	3.19	-1.00	-1.00	2.20	-1.00	-1.00	2.43
17.00	-1.00	-1.00	1.27	-1.00	-1.00	0.93	-1.00	-1.00	1.85
18.00	-1.00	-1.00	2.20	-1.00	-1.00	3.01	-1.00	-1.00	2.61
19.00	-1.00	-1.00	3.31	-1.00	-1.00	1.51	-1.00	-1.00	0.55
20.00	-1.00	-1.00	0.92	-1.00	-1.00	2.66	-1.00	-1.00	1.48
21.00	-1.00	-1.00	1.97	-1.00	-1.00	2.43	-1.00	-1.00	2.32
22.00	-1.00	-1.00	2.90	-1.00	-1.00	1.85	-1.00	-1.00	1.85
23.00	-1.00	-1.00	2.55	-1.00	-1.00	3.71	-1.00	-1.00	2.78
24.00	-1.00	-1.00	1.39	-1.00	-1.00	1.80	-1.00	-1.00	1.56
25.00	-1.00	-1.00	0.64	-1.00	-1.00	2.09	-1.00	-1.00	2.66
26.00	-1.00	-1.00	0.35	-1.00	-1.00	3.94	-1.00	-1.00	0.98
27.00	-1.00	-1.00	1.11	-1.00	-1.00	2.43	-1.00	-1.00	2.55
28.00	-1.00	-1.00	0.51	-1.00	-1.00	3.13	-1.00	-1.00	2.32
29.00	-1.00	-1.00	1.97	-1.00	-1.00	2.20	-1.00	-1.00	2.14
30.00	-1.00	-1.00	3.59	-1.00	-1.00	2.84	-1.00	-1.00	3.19
31.00	-1.00	-1.00	3.68	-1.00	-1.00	1.68	-1.00	-1.00	1.27
32.00	-1.00	-1.00	1.71	-1.00	-1.00	0.75	-1.00	-1.00	1.16
33.00	-1.00	-1.00	2.49	-1.00	-1.00	1.74	-1.00	-1.00	2.95
34.00	-1.00	-1.00	1.27	-1.00	-1.00	1.97	-1.00	-1.00	2.72
35.00	-1.00	-1.00	0.06	-1.00	-1.00	1.39	-1.00	-1.00	2.14
36.00	-1.00	-1.00	2.08	-1.00	-1.00	1.33	-1.00	-1.00	2.72
37.00	-1.00	-1.00	0.59	-1.00	-1.00	1.62	-1.00	-1.00	0.12
38.00	-1.00	-1.00	2.43	-1.00	-1.00	1.80	-1.00	-1.00	1.91
39.00	-1.00	-1.00	1.10	-1.00	-1.00	1.92	-1.00	-1.00	3.19
10.1.1.6	2.17	4078.94
10.1.1.3	2.02	4803.92
10.1.1.9	2.27	4322.64
