Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.341s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	0.00	-1.00	-1.00	0.00	-1.00	-1.00	1.39
12.00	-1.00	-1.00	2.55	-1.00	-1.00	4.92	-1.00	-1.00	0.65
13.00	-1.00	-1.00	1.68	-1.00	-1.00	0.81	-1.00	-1.00	0.00
14.00	-1.00	-1.00	1.51	-1.00	-1.00	1.56	-1.00	-1.00	0.00
15.00	-1.00	-1.00	4.11	-1.00	-1.00	3.88	-1.00	-1.00	0.00
16.00	-1.00	-1.00	4.11	-1.00	-1.00	5.10	-1.00	-1.00	0.00
17.00	-1.00	-1.00	2.03	-1.00	-1.00	0.81	-1.00	-1.00	0.00
18.00	-1.00	-1.00	2.37	-1.00	-1.00	1.68	-1.00	-1.00	0.00
19.00	-1.00	-1.00	3.13	-1.00	-1.00	2.37	-1.00	-1.00	0.00
20.00	-1.00	-1.00	3.76	-1.00	-1.00	0.12	-1.00	-1.00	0.00
21.00	-1.00	-1.00	4.63	-1.00	-1.00	1.27	-1.00	-1.00	0.00
22.00	-1.00	-1.00	1.56	-1.00	-1.00	2.66	-1.00	-1.00	0.00
23.00	-1.00	-1.00	3.94	-1.00	-1.00	0.23	-1.00	-1.00	0.00
24.00	-1.00	-1.00	3.07	-1.00	-1.00	2.84	-1.00	-1.00	0.00
25.00	-1.00	-1.00	2.09	-1.00	-1.00	5.97	-1.00	-1.00	0.00
26.00	-1.00	-1.00	1.22	-1.00	-1.00	2.66	-1.00	-1.00	0.00
27.00	-1.00	-1.00	5.27	-1.00	-1.00	3.48	-1.00	-1.00	0.00
28.00	-1.00	-1.00	3.36	-1.00	-1.00	3.65	-1.00	-1.00	0.00
29.00	-1.00	-1.00	4.46	-1.00	-1.00	1.27	-1.00	-1.00	0.00
30.00	-1.00	-1.00	3.42	-1.00	-1.00	2.98	-1.00	-1.00	0.00
31.00	-1.00	-1.00	3.36	-1.00	-1.00	5.71	-1.00	-1.00	0.00
32.00	-1.00	-1.00	4.87	-1.00	-1.00	3.65	-1.00	-1.00	0.00
33.00	-1.00	-1.00	4.11	-1.00	-1.00	4.81	-1.00	-1.00	0.00
34.00	-1.00	-1.00	1.97	-1.00	-1.00	3.76	-1.00	-1.00	0.00
35.00	-1.00	-1.00	0.58	-1.00	-1.00	3.71	-1.00	-1.00	0.00
36.00	-1.00	-1.00	3.48	-1.00	-1.00	2.49	-1.00	-1.00	0.00
37.00	-1.00	-1.00	4.11	-1.00	-1.00	2.66	-1.00	-1.00	0.00
38.00	-1.00	-1.00	4.75	-1.00	-1.00	3.42	-1.00	-1.00	0.00
39.00	-1.00	-1.00	2.49	-1.00	-1.00	4.23	-1.00	-1.00	0.00
10.1.1.6	3.19	4601.03
10.1.1.9	0.18	40674.22
10.1.1.3	3.35	3590.72
