Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.435s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.942	0.000	0.989	0.942	0.000	0.789	0.601	0.000
62.000	1.001	1.025	0.000	1.001	0.954	0.000	1.130	0.400	0.000
63.000	1.001	1.013	0.000	0.989	1.060	0.000	0.801	0.824	0.000
64.000	1.001	0.919	0.000	0.848	0.871	0.000	0.860	1.342	0.000
65.000	1.001	1.048	0.000	1.036	1.048	0.000	0.883	1.001	0.000
66.000	1.001	0.989	0.000	0.989	1.001	0.000	0.907	0.400	0.000
67.000	1.001	1.001	0.000	1.013	0.483	0.000	1.048	0.000	0.000
68.000	1.001	0.977	0.000	0.966	0.601	0.000	1.013	0.000	0.000
69.000	1.001	0.883	0.000	0.306	0.754	0.000	0.200	0.000	0.000
70.000	1.001	1.048	0.000	0.989	1.048	0.000	0.930	0.000	0.000
71.000	1.001	0.954	0.000	1.083	0.989	0.000	0.565	0.860	0.000
72.000	1.001	1.025	0.000	1.025	1.025	0.000	0.765	0.930	0.000
73.000	0.989	0.930	0.000	1.013	0.836	0.000	1.378	0.848	0.000
74.000	1.001	1.072	0.000	1.036	1.083	0.000	0.883	0.754	0.000
75.000	1.001	0.907	0.000	0.871	0.871	0.000	0.777	1.072	0.000
76.000	1.001	1.083	0.000	1.119	1.083	0.000	0.989	1.060	0.000
77.000	1.001	0.966	0.000	0.871	0.342	0.000	0.942	0.612	0.000
78.000	1.001	0.930	0.000	1.072	0.471	0.000	1.130	0.977	0.000
79.000	1.001	1.048	0.000	0.860	0.389	0.000	0.765	0.942	0.000
80.000	1.001	1.001	0.000	1.072	1.390	0.000	1.048	0.718	0.000
81.000	1.001	1.025	0.000	1.072	1.142	0.000	0.153	0.365	0.000
82.000	1.001	1.001	0.000	1.001	1.001	0.000	0.000	0.000	0.000
83.000	1.001	1.001	0.000	1.001	1.001	0.000	0.000	0.000	0.000
84.000	1.001	1.001	0.000	1.001	1.001	0.000	0.000	0.000	0.000
85.000	0.989	1.001	0.000	1.001	1.001	0.000	0.000	0.000	0.000
86.000	1.001	0.977	0.000	0.966	0.624	0.000	0.707	0.542	0.000
87.000	1.001	0.730	0.000	0.919	0.636	0.000	0.813	0.695	0.000
88.000	1.001	1.142	0.000	1.072	0.459	0.000	0.871	0.342	0.000
89.000	1.001	0.742	0.000	0.813	0.601	0.000	0.636	0.000	0.000
90.000	1.001	0.942	0.000	0.966	0.165	0.000	1.013	0.000	0.000
91.000	1.001	0.777	0.000	1.025	0.612	0.000	0.930	0.188	0.000
92.000	1.001	0.730	0.000	1.013	0.907	0.000	1.083	0.330	0.000
93.000	1.001	1.319	0.000	0.871	0.495	0.000	0.907	0.318	0.000
94.000	1.001	1.001	0.000	0.989	0.000	0.000	1.001	0.000	0.000
95.000	1.001	1.001	0.000	1.013	0.000	0.000	0.977	0.754	0.000
96.000	1.001	1.001	0.000	0.989	0.000	0.000	1.025	0.907	0.000
97.000	0.989	0.989	0.000	0.919	0.000	0.000	0.883	0.883	0.000
98.000	1.001	0.977	0.000	1.083	0.000	0.000	1.060	1.095	0.000
99.000	1.001	0.989	0.000	1.001	0.000	0.000	0.966	0.989	0.000
100.000	1.001	1.013	0.000	0.954	0.000	0.000	0.954	0.919	0.000
101.000	1.001	0.989	0.000	1.048	0.000	0.000	1.095	0.907	0.000
102.000	1.001	1.001	0.000	1.001	0.000	0.000	0.966	0.000	0.000
103.000	1.001	1.001	0.000	0.989	0.000	0.000	0.977	0.000	0.000
104.000	1.001	0.954	0.000	1.001	0.000	0.000	1.036	0.000	0.000
105.000	1.001	1.060	0.000	1.001	0.000	0.000	1.013	0.000	0.000
106.000	1.001	0.989	0.000	1.001	0.000	0.000	0.954	0.000	0.000
107.000	1.001	1.001	0.000	1.001	0.000	0.000	1.025	0.000	0.000
108.000	1.001	0.989	0.000	1.001	0.000	0.000	1.013	0.000	0.000
109.000	1.001	1.013	0.000	1.001	0.000	0.000	1.001	0.000	0.000
110.000	0.989	1.001	0.000	1.001	0.000	0.000	1.013	0.000	0.000
111.000	1.001	0.871	0.000	1.001	0.553	0.000	0.907	0.436	0.000
112.000	1.001	1.119	0.000	0.989	1.119	0.000	1.083	0.188	0.000
113.000	1.001	0.942	0.000	1.013	0.907	0.000	0.895	1.578	0.000
114.000	1.001	0.989	0.000	1.001	0.989	0.000	1.013	0.883	0.000
115.000	1.001	0.966	0.000	0.989	0.895	0.000	1.048	0.824	0.000
116.000	1.001	0.989	0.000	1.013	1.095	0.000	1.013	0.860	0.000
117.000	1.001	0.907	0.000	0.989	0.907	0.000	1.001	0.000	0.000
118.000	1.001	1.001	0.000	1.001	1.001	0.000	1.001	0.000	0.000
119.000	1.001	1.001	0.000	1.001	1.001	0.000	1.001	0.000	0.000
120.000	1.001	1.001	0.000	1.001	1.001	0.000	1.001	0.000	0.000
