Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.484s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.860	0.860	0.436	0.860	0.883	0.035	0.895	0.989
62.000	1.001	1.119	0.883	1.036	0.059	1.013	1.013	0.919	1.001
63.000	1.001	0.789	0.919	0.824	1.025	0.966	0.883	1.001	1.001
64.000	1.001	1.060	1.048	0.954	0.813	0.919	0.707	0.966	1.001
65.000	1.001	1.013	0.942	0.883	1.342	0.942	0.695	0.930	1.001
66.000	1.001	0.919	0.860	1.107	0.471	1.048	1.036	0.954	1.001
67.000	1.001	1.001	0.966	0.930	0.930	0.895	0.966	1.025	1.001
68.000	1.001	1.025	0.883	0.989	0.801	1.083	1.119	0.966	1.001
69.000	1.001	0.942	1.013	0.942	0.895	0.930	0.907	1.048	1.001
70.000	1.001	0.930	0.942	1.060	0.565	1.060	0.989	0.977	1.001
71.000	1.001	0.636	0.659	0.942	0.553	0.954	0.942	1.025	1.001
72.000	1.001	1.189	1.166	0.930	0.742	1.048	0.883	0.989	1.001
73.000	0.989	0.966	0.989	1.036	0.824	1.001	1.025	1.001	0.989
74.000	1.001	1.060	1.036	0.742	0.824	0.989	0.730	0.977	1.001
75.000	1.001	1.025	1.013	1.001	0.989	0.977	0.942	0.966	1.001
76.000	1.001	0.860	0.683	1.048	0.813	1.013	1.142	0.907	1.001
77.000	1.001	1.013	1.025	0.930	0.636	0.989	0.895	1.036	1.001
78.000	1.001	0.871	1.072	0.895	0.565	1.013	0.777	0.966	1.001
79.000	1.001	1.025	0.871	0.977	1.272	1.001	0.895	1.048	1.001
80.000	1.001	0.989	0.977	1.013	0.907	0.954	1.025	1.036	1.001
81.000	1.001	0.860	0.813	1.025	0.754	1.048	0.765	0.954	1.001
82.000	1.001	0.919	0.919	1.001	0.977	1.001	1.142	1.001	1.001
83.000	1.001	0.883	0.848	0.966	0.565	0.954	0.966	1.048	1.001
84.000	1.001	1.154	1.225	0.954	1.154	0.907	1.001	0.989	1.001
85.000	0.989	0.801	0.718	0.966	0.730	1.013	0.930	1.001	0.989
86.000	1.001	0.942	1.060	1.060	1.130	0.871	1.083	0.765	1.001
87.000	1.001	0.930	0.659	1.001	0.930	1.001	1.025	1.130	1.001
88.000	1.001	1.048	1.201	0.966	0.506	0.966	0.907	1.013	1.001
89.000	1.001	1.072	0.930	0.966	0.919	0.919	0.919	1.001	1.001
90.000	1.001	0.942	1.048	0.942	0.542	1.119	0.977	0.942	1.001
91.000	1.001	0.989	0.942	0.989	1.095	0.907	1.025	1.013	1.001
92.000	1.001	1.036	1.083	0.977	1.095	0.824	0.836	0.989	1.001
93.000	1.001	0.836	0.801	1.036	0.553	1.001	0.989	1.048	1.001
94.000	1.001	1.095	1.154	0.989	0.624	1.001	1.060	0.895	1.001
95.000	1.001	0.989	0.930	0.695	0.730	0.989	0.730	1.025	1.001
96.000	1.001	0.954	0.930	1.295	0.495	1.001	1.201	0.930	1.001
97.000	0.989	0.754	0.754	1.001	0.342	1.001	1.072	1.083	0.989
98.000	1.001	0.730	0.730	0.824	1.107	0.930	0.801	0.871	1.001
99.000	1.001	1.095	1.072	1.154	0.789	1.060	1.166	1.060	1.001
100.000	1.001	0.883	0.813	1.001	0.824	1.001	0.836	0.919	1.001
101.000	1.001	1.130	1.130	0.919	0.624	0.989	0.871	1.013	1.001
102.000	1.001	1.013	1.036	0.883	0.436	0.895	0.824	1.013	1.001
103.000	1.001	1.001	0.447	1.178	1.554	1.013	1.201	0.966	1.001
104.000	1.001	0.966	1.390	0.977	0.165	0.919	0.895	0.954	1.001
105.000	1.001	0.966	0.789	0.966	1.060	0.930	1.036	0.954	1.001
106.000	1.001	0.977	1.119	1.025	0.848	1.048	1.036	0.966	1.001
107.000	1.001	0.954	0.989	0.813	0.883	1.072	0.824	1.036	1.001
108.000	1.001	0.895	0.718	1.107	0.942	1.001	1.095	0.907	1.001
109.000	1.001	1.060	0.930	0.966	0.754	0.848	0.930	1.072	0.989
110.000	0.989	0.942	1.060	1.001	0.813	1.001	0.930	1.013	1.001
111.000	1.001	0.848	0.718	0.942	0.977	1.072	0.930	0.930	1.001
112.000	1.001	0.801	0.765	0.907	0.436	0.942	1.013	1.072	1.001
113.000	1.001	0.930	0.683	1.025	0.907	1.025	0.954	1.001	1.001
114.000	1.001	1.036	1.178	0.824	0.612	0.871	0.801	1.001	1.001
115.000	1.001	0.919	0.907	1.095	0.754	1.048	0.989	0.895	1.001
116.000	1.001	1.013	1.025	1.001	1.083	1.001	1.060	0.754	1.001
117.000	1.001	0.919	0.907	0.883	0.754	0.777	0.907	1.130	1.001
118.000	1.001	0.730	0.730	0.883	0.589	1.201	0.919	1.036	1.001
119.000	1.001	1.142	1.083	1.025	1.025	0.930	0.977	0.919	1.001
120.000	1.001	1.036	1.083	1.013	0.306	1.001	0.848	1.013	1.001
