Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.437s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.848	0.306	0.000	0.565	0.271	0.106	0.000	0.153	0.059	0.000	0.000	0.082	0.000	0.000	0.000
62.000	1.001	1.013	1.072	0.000	0.165	0.247	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.930	0.919	0.000	0.648	0.200	0.106	0.000	0.082	0.000	0.000	0.000	0.012	0.000	0.000	0.000
64.000	1.001	1.036	0.306	0.012	0.801	0.236	0.000	0.000	0.177	0.059	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	0.824	0.754	0.177	1.201	0.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.542	0.071	0.035	1.083	0.389	0.012	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67.000	1.001	1.236	0.742	0.000	0.789	0.035	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68.000	1.001	1.036	0.836	0.000	1.036	0.012	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	1.001	0.024	0.000	0.000	0.553	0.789	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70.000	1.001	1.001	0.542	0.000	0.895	0.907	0.200	0.024	0.000	0.000	0.071	0.000	0.000	0.000	0.012	0.141
71.000	1.001	0.565	0.000	0.000	1.284	0.966	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	1.001	1.036	0.059	0.024	0.765	0.271	0.024	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000
73.000	0.989	1.166	0.130	0.447	0.553	0.495	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	1.036	0.954	0.035	0.530	0.589	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000
75.000	1.001	0.542	0.342	0.000	0.153	0.059	0.177	0.000	0.259	0.071	0.000	0.000	0.082	0.000	0.000	0.000
76.000	1.001	0.895	0.024	0.000	1.025	0.000	0.047	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	1.095	0.130	0.000	0.389	0.200	0.047	0.000	0.730	0.000	0.000	0.000	0.059	0.000	0.000	0.000
78.000	1.001	0.919	0.012	0.012	1.390	0.094	0.094	0.000	0.094	0.012	0.000	0.000	0.012	0.094	0.000	0.000
79.000	1.001	0.789	0.035	0.000	1.001	0.012	0.224	0.000	0.447	0.047	0.000	0.000	0.012	0.059	0.000	0.000
80.000	1.001	1.413	0.188	0.000	0.330	0.071	0.000	0.000	0.412	0.024	0.000	0.000	0.000	0.118	0.000	0.000
81.000	1.001	0.989	0.860	0.188	0.989	0.118	0.000	0.000	0.624	0.130	0.000	0.000	0.188	0.000	0.000	0.000
82.000	1.001	0.518	0.000	0.000	1.166	0.059	0.000	0.000	0.247	0.082	0.000	0.000	0.165	0.059	0.000	0.000
83.000	1.001	0.495	0.236	0.000	0.471	0.871	0.024	0.000	0.118	0.059	0.047	0.000	0.000	0.000	0.000	0.000
84.000	1.001	0.671	0.883	0.153	0.188	0.459	0.130	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000
85.000	0.989	0.601	0.612	0.177	1.613	0.530	0.247	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86.000	1.001	0.177	0.012	0.000	0.495	0.200	0.106	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87.000	1.001	1.602	0.153	0.000	1.142	0.471	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88.000	1.001	0.459	0.860	0.024	1.013	0.247	1.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89.000	1.001	0.801	0.141	0.342	1.095	0.224	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90.000	1.001	1.496	0.000	0.000	1.260	0.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91.000	1.001	0.659	0.165	0.200	0.294	0.824	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92.000	1.001	0.671	0.082	0.000	1.519	0.141	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93.000	1.001	1.319	0.082	0.000	0.553	0.271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94.000	1.001	0.883	1.083	0.000	0.977	0.919	0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95.000	1.001	0.813	0.071	0.024	1.036	0.024	0.059	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96.000	1.001	0.848	0.082	0.012	1.083	0.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97.000	0.989	1.154	0.271	0.141	0.589	0.377	0.200	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000
98.000	1.001	0.330	0.106	0.000	1.142	0.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
99.000	1.001	1.260	1.048	0.047	0.813	0.271	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000
100.000	1.001	0.624	0.553	0.212	0.919	0.777	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101.000	1.001	0.318	0.024	0.000	0.683	0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
102.000	1.001	0.954	0.271	0.000	1.154	0.177	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
103.000	1.001	0.871	0.659	0.000	0.907	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
104.000	1.001	1.142	0.447	0.000	0.436	0.553	0.177	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000
105.000	1.001	1.331	0.212	0.000	0.718	0.824	0.236	0.000	0.024	0.000	0.012	0.000	0.000	0.000	0.000	0.000
106.000	1.001	0.919	0.813	0.000	1.048	0.259	0.035	0.000	0.506	0.000	0.012	0.000	0.000	0.000	0.012	0.000
107.000	1.001	0.636	0.871	0.377	0.966	0.024	0.506	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108.000	1.001	1.036	0.000	0.000	1.025	0.765	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000
109.000	1.001	0.860	0.165	0.094	0.589	0.071	0.082	0.000	0.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000
110.000	0.989	1.130	0.082	0.094	1.119	0.177	0.000	0.059	0.353	0.059	0.035	0.000	0.000	0.000	0.000	0.000
111.000	1.001	0.789	0.118	0.000	0.966	0.153	0.130	0.000	0.624	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112.000	1.001	1.036	0.765	0.000	0.612	0.683	0.024	0.000	0.247	0.306	0.000	0.000	0.000	0.000	0.000	0.000
113.000	1.001	0.506	0.813	0.000	1.472	0.000	0.589	0.000	0.106	0.000	0.024	0.000	0.000	0.000	0.035	0.000
114.000	1.001	1.401	0.188	0.106	0.436	0.636	0.000	0.294	0.577	0.294	0.000	0.000	0.000	0.000	0.000	0.000
115.000	1.001	0.483	0.153	0.130	1.048	0.412	0.012	0.047	0.942	0.035	0.000	0.000	0.000	0.000	0.000	0.000
116.000	1.001	0.518	0.047	0.000	1.095	0.012	0.000	0.024	0.671	0.188	0.000	0.000	0.000	0.000	0.000	0.000
117.000	1.001	0.836	0.106	0.094	0.601	0.212	0.318	0.106	0.671	0.459	0.059	0.000	0.000	0.000	0.130	0.000
